Source,Affiliation,Institution,Country,DOI,ORCID,gleif,grid,psi,wikidata,isni
CrossRef,"Toronto Western Hospital, Toronto, Ontario, Canada, and University of British Columbia; Vancouver, British Columbia Canada",Toronto Western Hospital,CA,10.1002/acr.22308,,,,,,
CrossRef,"Pontifícia Universidade Católica de Campinas,  Brasil",PontifA?­cia Universidade CatA?3lica de Campinas,BR,10.1590/s0103-05822009000400006,,,,,,
CrossRef,"Department of Zoology and Biological Station, University of Oklahoma, Norman, Oklahoma 73019; email:","Department of Zoology and Biological Station, University of Oklahoma",US,10.1146/annurev.ecolsys.36.102003.152620,,,,,,
CrossRef,University of Tokyo,University of Tokyo,,10.1541/ieejeiss1987.120.12_1948,,,,,,
CrossRef,National University of Science and Technology “MISIS”; Moscow Russia,National University of Science and Technology a?MISISa?;,RU,10.1002/pen.23841,,,,,,
CrossRef,Asian Institute of Technology-AIT; Bangkok 12120 Thailand,Asian Institute of Technology-AIT; Bangkok 12120,TH,10.1002/etep.2209,,,,,,
CrossRef,Centre for Addictions Research of British Columbia; University of Victoria; Victoria BC Canada,Centre for Addictions Research of British Columbia; University of Victoria;,CA,10.1111/add.12609,,,,,,
CrossRef,"Department of Applied Physics, Faculty of Engineering, The University of Tokyo","Department of Applied Physics, Faculty of Engineering, The University of Tokyo",,10.1143/jpsj.37.1695,,,,,,
CrossRef,"Department of Chemistry, Graduate School of Science and Engineering, Saitama University","Department of Chemistry, Graduate School of Science and Engineering, Saitama University",,10.1295/koron.2014-0093,,,,,,
CrossRef,"Department of Mathematics, College of Basic Sciences, Karaj Branch, Islamic Azad University, Alborz, Iran","Department of Mathematics, College of Basic Sciences, Karaj Branch, Islamic Azad University",IR,10.1155/2014/564632,,,,,,
CrossRef,The Univ. of Tokyo (Japan),The Univ. of Tokyo,JP,10.1117/12.2232685,,,,,,
CrossRef,"Hu Nang Electromechanics College, Changsha, China",Hu Nang Electromechanics College,CN,10.2495/itie130671,,,,,,
CrossRef,"Division of Maternal-Fetal Medicine, Department of Obstetrics and Gynecology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina","Division of Maternal-Fetal Medicine, Department of Obstetrics and Gynecology, University of North Carolina at Chapel Hill",US,10.1055/s-0034-1383848,,,,,,
CrossRef,VCA Veterinary Referral Associates; Gaithersburg; MD; 20877,VCA Veterinary Referral Associates;,US,10.1111/vec.12033,,,,,,
CrossRef,University of Illinois at Urbana-Champaign; Urbana IL USA,University of Illinois at Urbana-Champaign; Urbana IL,US,10.1002/9781119951438.eibc0259.pub2,,,,,,
CrossRef,"Facharzt für Rechtsmedizin, Universitätsklinikum Magdeburg A. ö. R., Deutschland","Facharzt fA?1?4r Rechtsmedizin, UniversitA?¤tsklinikum Magdeburg A.a?A?¶.a?R.",DE,10.1055/s-0041-109546,,,,,,
CrossRef,Provincial Key Laboratory of Agrobiology; Institute of Biotechnology; Jiangsu Academy of Agricultural Sciences; Nanjing 210014 China,Provincial Key Laboratory of Agrobiology; Institute of Biotechnology; Jiangsu Academy of Agricultural Sciences;,CN,10.1111/tpj.13541,,,,,,
CrossRef,University of São Paulo,University of SA?£o Paulo,,10.1590/s0041-87812002000200003,,,,,,
CrossRef,"Faculty of Engineering,
School of Electronic, Electrical and
Systems Engineering,
Loughborough University,
Leicestershire LE11 3TU, UK;Department of Mechanical and
Industrial Engineering,
College of Engineering,
Qatar University,
Doha 2713, Qatar
e-mail: samer@qu.edu.qa","Faculty of Engineering, School of Electronic, Electrical and Systems Engineering, Loughborough University",UK,10.1115/1.4035458,,,,,,
CrossRef,Department of Occupational and Environmental Health School of Public Health; China Medical University; Shenyang People's Republic of China,Department of Occupational and Environmental Health School of Public Health; China Medical University; Shenyang People',CN,10.1002/tox.22320,,,,,,
CrossRef,"Instituto Nacional de Pesquisas da Amazônia/INPA,  Brasil",Instituto Nacional de Pesquisas da AmazA? ?nia/INPA,BR,10.1590/s0104-77602013000200003,,,,,,
CrossRef,"Department of General Surgery, Konyang University Hospital, Daejeon, Korea.","Department of General Surgery, Konyang University Hospital",KR,10.4048/jbc.2007.10.2.162,,,,,,
CrossRef,"Division of Viral Hepatitis, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention, CDC.","Division of Viral Hepatitis, National Center for HIV/AIDS",,10.15585/mmwr.mm6618a2,,,,,,
CrossRef,SEGJ Editorial Committee,SEGJ Editorial Committee,,10.3124/segj.62.563,,,,,,
CrossRef,University of California; Santa Barbara USA,University of California;,US,10.1002/9781118663219.wbegss105,,,,,,
CrossRef,State Key Laboratory of Severe Weather; Chinese Academy of Meteorological Sciences; Beijing China,State Key Laboratory of Severe Weather; Chinese Academy of Meteorological Sciences;,CN,10.1002/qj.2952,,,,,,
CrossRef,"Department of Orthopaedic Surgery, Faculty of Medicine, Fukuoka University, Fukuoka 814‑0180, Japan","Department of Orthopaedic Surgery, Faculty of Medicine, Fukuoka University",JP,10.3892/mco.2015.492,,,,,,
CrossRef,Department of Cardiology; Clinical Hospital Center Zemun; Faculty of Medicine; University of Belgrade; Belgrade Serbia,Department of Cardiology; Clinical Hospital Center Zemun; Faculty of Medicine; University of Belgrade;,RS,10.1111/echo.12411,,,,,,
CrossRef,Space Physics Laboratory; Vikram Sarabhai Space Centre; Trivandrum India,Space Physics Laboratory; Vikram Sarabhai Space Centre;,IN,10.1029/2010ja016013,,,,,,
CrossRef,"Department of Mechanics, School of Applied Mathematical and Physical Sciences, National Technical Univ. of Athens, 5 Heroes of Polytechnion Avenue, Theocaris Building, Zografou Campus, 157 73 Athens, GR (Corresponding author), e-mail: stakkour@central.ntua.gr","Department of Mechanics, School of Applied Mathematical and Physical Sciences, National Technical Univ. of Athens",,10.1520/mpc20130056,,,,,,
CrossRef,National Institute of Chemistry; Laboratory for Polymer Chemistry and Technology; Hajdrihova 19 SI-1000 Ljubljana Slovenia,National Institute of Chemistry; Laboratory for Polymer Chemistry and Technology;,SI,10.1002/pola.27391,,,,,,
CrossRef,"Department of Politics, Philosophy, and Economics; Asian University for Women; Chittagong Bangladesh","Department of Politics, Philosophy, and Economics; Asian University for Women;",BD,10.1111/deve.12109,,,,,,
CrossRef,Department of Economics; Emory University; Atlanta GA,Department of Economics; Emory University; Atlanta GA,US,10.1111/1475-6773.12203,,,,,,
CrossRef,"Géosciences; Université de Montpellier 2, CNRS; Montpellier France",GA?©osciences; UniversitA?© de Montpellier 2,FR,10.1029/2007wr006690,,,,,,
CrossRef," Clinical Instructor in Orthodontics, Growth and Development Department, College of Dentistry, Ajman University of Science &amp; Technology, Ajman, United Arab Emirates.","a?Clinical Instructor in Orthodontics, Growth and Development Department, College of Dentistry, Ajman University of Science &amp; Technology",AE,10.2319/071614-498.1,,,,,,
CrossRef,Semiconductor Manufacturing International Corp. (China),Semiconductor Manufacturing International Corp.,CN,10.1117/12.2220017,,,,,,
CrossRef,"Department of Urology, NYU Langone Medical Center, NYU School of Medicine, New York, NY, USA.","Department of Urology, NYU Langone Medical Center, NYU School of Medicine",US,10.4111/kju.2015.56.7.478,,,,,,
CrossRef,EPAMIG,EPAMIG,,10.1590/s0100-29452001000200010,,,,,,
CrossRef,State Key Laboratory and Institute of Elemento-organic Chemistry; Collaborative Innovation Center of Chemical Science and Engineering (Tianjin); Nankai University; Tianjin 300071 China,State Key Laboratory and Institute of Elemento-organic Chemistry; Collaborative Innovation Center of Chemical Science and Engineering (Tianjin); Nankai University;,CN,10.1002/ange.201509164,,,,,,
CrossRef,"Department of Anesthesiology and Pain Medicine, College of Medicine, Kyunghee University, Seoul, Korea.","Department of Anesthesiology and Pain Medicine, College of Medicine, Kyunghee University",KR,10.4097/kjae.2005.49.4.585,,,,,,
CrossRef,"National Clinical Research Centre for Kidney Disease, State Key Laboratory of Organ Failure Research, Department of Biostatistics; School of Public Health and Tropical Medicine, Southern Medical University; Guangzhou Guangdong P.R. China","National Clinical Research Centre for Kidney Disease, State Key Laboratory of Organ Failure Research, Department of Biostatistics; School of Public Health and Tropical Medicine, Southern Medical University;",CN,10.1002/sim.6827,,,,,,
CrossRef,"State Key Laboratory of Chemo/Biosensing & Chemometrics; College of Chemistry & Chemical Engineering, Hunan University; Changsha China","State Key Laboratory of Chemo/Biosensing & Chemometrics; College of Chemistry & Chemical Engineering, Hunan University;",CN,10.1002/jssc.201600348,,,,,,
CrossRef,JP Business Service Corporation,JP Business Service Corporation,,10.1541/ieejpes.126.297,,,,,,
CrossRef,"Fundação de Medicina Tropical do Amazonas; Universidade do Estado do Amazonas,  Brasil",FundaA?§A?£o de Medicina Tropical do Amazonas; Universidade do Estado do Amazonas,BR,10.1590/s0365-05962011000100025,,,,,,
CrossRef,"Artep Inc., 2922 Excelsior Springs Court, Ellicott City, Maryland 21042, USA",Artep Inc.,US,10.1063/1.4959918,,,,,,
CrossRef,"Department of Neurosurgery, University Medical Center Freiburg, Freiburg in Breisgan, Germany","Department of Neurosurgery, University Medical Center Freiburg",DE,10.1055/s-0033-1343982,,,,,,
CrossRef,"University of Massachusetts Amherst, Amherst, MA, USA",University of Massachusetts Amherst,US,10.1145/2970398.2970403,,,,,,
CrossRef,"Universidade Estadual de Santa Cruz,  Brasil",Universidade Estadual de Santa Cruz,BR,10.1590/s0104-530x2012000300005,,,,,,
CrossRef,"Department of Dermatology; Icahn School of Medicine at Mount Sinai, New York, NY",Department of Dermatology; Icahn School of Medicine at Mount Sinai,US,10.1111/jdv.14334,,,,,,
CrossRef,"Department of Electronic Materials Engineering, Kwangwoon University, Seoul 139-701, Korea","Department of Electronic Materials Engineering, Kwangwoon University",KR,10.1166/jnn.2016.13706,,,,,,
CrossRef,Department of Gynecology; Obstetrics and Gynecology Hospital of Fudan University; Shanghai China,Department of Gynecology; Obstetrics and Gynecology Hospital of Fudan University;,CN,10.1111/ajo.12468,,,,,,
CrossRef,Obstetrics and Gynecology; Hospital Universitario de Valme; Sevilla Spain,Obstetrics and Gynecology; Hospital Universitario de Valme;,ES,10.1002/uog.14440,,,,,,
CrossRef,Epidemiology; OptumInsight; Waltham; MA; USA,Epidemiology; OptumInsight;,US,10.1002/pds.3400,,,,,,
CrossRef,Pontifícia Universidade Católica do Rio de Janeiro; Grupo de Análise e Prevenção de Conflitos Internacionais,PontifA?­cia Universidade CatA?3lica do Rio de Janeiro; Grupo de AnA?¡lise e PrevenA?§A?£o de Conflitos Internacionais,,10.1590/s0102-85292006000200006,,,,,,
CrossRef,The University of Alabama; Tuscaloosa AL USA,The University of Alabama; Tuscaloosa AL,US,10.1002/047084289x.rn00869.pub2,,,,,,
CrossRef,UNESP - Univ Estadual Paulista,UNESP - Univ Estadual Paulista,,10.20906/cps/con-2016-0245,,,,,,
CrossRef,"Universidade Federal de Ciências da Saúde de Porto Alegre,  Brazil",Universidade Federal de CiA?ancias da SaA?ode de Porto Alegre,BR,10.1590/1678-98652016000600002,,,,,,
CrossRef,Program of Chemical and Biological Sciences; U.S. D.O.E. Ames Laboratory; 311 TASF Ames IA 50011 USA,Program of Chemical and Biological Sciences; U.S. D.O.E. Ames Laboratory; 311 TASF Ames IA 50011,US,10.1002/cphc.201600740,,,,,,
CrossRef,"Shenzhen Xenotransplantation Medical Engineering Research and Development Center, Shenzhen Second People’s Hospital, First Affiliated Hospital of Shenzhen University, Shenzhen 518035, China","Shenzhen Xenotransplantation Medical Engineering Research and Development Center, Shenzhen Second Peoplea?s Hospital, First Affiliated Hospital of Shenzhen University",CN,10.1262/jrd.2016-079,,,,,,
CrossRef,Brien Holden Vision Institute; Sydney Australia,Brien Holden Vision Institute;,AU,10.1111/opo.12278,,,,,,
CrossRef,"Kogakuin University, Shinjuku-ku, Tokyo, Japan",Kogakuin University,JP,10.1145/2955193.2955200,,,,,,
CrossRef,Ball State University,Ball State University,,10.1111/jasp.12081,,,,,,
CrossRef,Centre College,Centre College,,10.1111/ssqu.12285,,,,,,
CrossRef,Pontifícia Universidade Católica do Paraná; UNIFESP,PontifA?­cia Universidade CatA?3lica do ParanA?¡; UNIFESP,,10.1590/s0102-86502000000700007,,,,,,
CrossRef,"Department of Orthopaedic Surgery, Graduate School of Medical Sciences; Kyushu University; 3-1-1 Maidashi, Higashi-ku Fukuoka 812-8582 Japan","Department of Orthopaedic Surgery, Graduate School of Medical Sciences; Kyushu University;",JP,10.1002/jor.23052,,,,,,
CrossRef,"Osaka Medical Center for Cancer and Cardiovascular Diseases, Osaka, Japan",Osaka Medical Center for Cancer and Cardiovascular Diseases,JP,10.1200/jco.2011.29.4_suppl.67,,,,,,
CrossRef,"Department of Cogno-Mechatronics Engineering, Pusan National University, Pusan 609-735, Korea","Department of Cogno-Mechatronics Engineering, Pusan National University",KR,10.1166/jnn.2017.14159,,,,,,
CrossRef,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Universidade Estadual do Norte Fluminense Darcy Ribeiro,,10.1590/s0366-69132010000100002,,,,,,
CrossRef,UNESP,UNESP,,10.1590/s0071-12761981000100019,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/nm.28657,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"McCombs School of Business, University of Texas at Austin, 2110 Speedway, Austin, TX 78172 (e-mail: )","McCombs School of Business, University of Texas at Austin",US,10.1257/aer.p20171050,,,,,,
CrossRef,"State Key Laboratory of Materials-Oriented Chemical Engineering, College of Chemical Engineering; Nanjing Tech University; 5 Xinmofan Road Nanjing 210009 P. R. China","State Key Laboratory of Materials-Oriented Chemical Engineering, College of Chemical Engineering; Nanjing Tech University;",CN,10.1002/aic.15227,,,,,,
CrossRef,University of Alabama at Birmingham; USA,University of Alabama at Birmingham;,US,10.1002/9781118410868.wbehibs540,,,,,,
CrossRef,"FiHV, paediatric emergency department staff nurse, Frimley Health Foundation Trust","FiHV, paediatric emergency department staff nurse, Frimley Health Foundation Trust",,10.12968/johv.2017.5.4.184,,,,,,
CrossRef,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,,10.1590/s0004-282x1988000400009,,,,,,
CrossRef,"Department of Medicine, University of Nigeria Teaching Hospital, P.M.B. 01129, Ituku-Ozalla, Enugu, Nigeria","Department of Medicine, University of Nigeria Teaching Hospital",NG,10.1155/2011/251913,,,,,,
CrossRef,Universidade Estácio de Sá,Universidade EstA?¡cio de SA?¡,,10.1590/s1414-32832006000200014,,,,,,
CrossRef,"Graduate School of Science, Kyoto University; Department of Chemistry; Sakyo Kyoto, 606-8502 Japan","Graduate School of Science, Kyoto University; Department of Chemistry; Sakyo Kyoto",JP,10.1002/0471264229.os090.12,,,,,,
CrossRef,Department of Ecology; Evolution and Behavior; University of Minnesota; Saint Paul Minnesota 55108,Department of Ecology; Evolution and Behavior; University of Minnesota;,US,10.1111/evo.12461,,,,,,
CrossRef,UNESP,UNESP,,10.1590/s0100-83582013000100024,,,,,,
CrossRef,"Dept. of Architecture, Faculty of Industrial Tech., Nihon Univ.","Dept. of Architecture, Faculty of Industrial Tech.",,10.3130/aijt.5.213_5,,,,,,
CrossRef,"Abt. für Anästhesie, Intensiv- und Rettungsmedizin, Zentrum für Schmerztherapie, BG Unfallkrankenhaus Hamburg",Abt. fA?1?4r AnA?¤sthesie,,10.1055/s-0041-108569,,,,,,
CrossRef,"Renal Division, Department of Medicine; Brigham and Women's Hospital; Boston Massachusetts","Renal Division, Department of Medicine; Brigham and Women's Hospital; Boston Massachusetts",US,10.1002/jcp.25412,,,,,,
CrossRef,"Library and Museum of Freemasonry, London",Library and Museum of Freemasonry,,10.1558/jrff.v4i1.146,,,,,,
